2025-06-01T10:50:59.253965,-11.0,56.0,27.69,146.84,Form,0.0,0.0,True
2025-06-01T10:51:06.323064,13.0,-13.0,-129.73,169.45,Form,0.0,0.0,True
2025-06-01T10:51:10.796220,14.0,-14.0,-129.32,168.64,Form,0.0,0.0,True
2025-06-01T10:51:17.237478,18.0,-23.0,-133.56,163.21,Form,0.0,0.0,True
2025-06-01T10:51:22.607290,-23.0,18.0,60.35,163.21,Form,0.0,0.0,True
2025-06-01T10:51:31.335190,33.0,-33.0,-121.51,153.01,Form,0.0,0.0,True
2025-06-01T10:51:46.765768,36.0,22.0,-46.39,155.64,Form,0.0,0.0,True
2025-06-01T10:51:55.604081,77.0,-99.6,-103.28,101.98,Form,0.0,0.0,True
2025-06-01T10:52:01.334527,66.6,66.6,-16.91,123.81,Form,0.0,0.0,True
2025-06-01T10:52:07.511855,33.0,44.0,-20.91,148.08,Form,0.0,0.0,True
2025-06-01T10:52:20.848031,19.7,79.2,10.12,131.83,Form,0.0,0.0,True
2025-06-01T11:06:56.530450,22.0,22.0,-36.05,162.1,Form,0.0,0.0,True
2025-06-01T11:07:01.974456,33.0,45.0,-20.05,147.6,Form,0.0,0.0,True
2025-06-01T11:07:12.537686,66.0,66.0,-17.18,124.36,Form,0.0,0.0,True
2025-06-01T11:07:15.953905,55.0,55.0,-22.11,134.23,Form,0.0,0.0,True
2025-06-01T11:07:20.488882,70.0,74.0,-12.79,118.76,Form,0.0,0.0,True
12.0,2.0,-77.05,173.03,True,2025-06-01T11:20:20.058868,Form,0.03,0.0
12.0,2.0,-77.05,173.03,True,2025-06-01T11:20:28.062686,Form,0.03,0.0
50.0,6.0,-68.57,150.83,True,2025-06-01T11:20:37.882785,Form,0.01,0.0
